country,variety,price,points
US,Syrah,25.0,88
Chile,Malbec,22.0,88
US,Syrah,25.0,88
US,Syrah,32.0,88
Italy,Carricante,24.0,87
France,"Pinot Noir",27.0,87
Italy,Grillo,25.0,87
France,Sylvaner,18.0,87
Spain,Garnacha,24.0,87
US,"Sauvignon Blanc",10.0,87
Italy,Grillo,16.0,87
Germany,Riesling,15.0,87
Italy,"Red Blend",13.0,87
Chile,"Cabernet Sauvignon",10.0,87
Chile,"Cabernet Sauvignon",10.0,87
Spain,Tempranillo,13.0,87
France,"Rosé",28.0,87
Spain,Viura,15.0,87
France,"Rosé",15.0,87
France,"Pinot Noir",35.0,87
US,Zinfandel,30.0,87
France,"Pinot Blanc",15.0,87
France,"Pinot Auxerrois",21.0,87
Chile,"Sauvignon Blanc",15.0,87
Italy,Chardonnay,29.0,87
US,"Pinot Noir",39.0,87
Italy,Inzolia,17.0,87
US,Chardonnay,10.0,85
US,"Sauvignon Blanc",10.0,85
France,"Rhône-style Red Blend",19.0,85
US,"Cabernet Sauvignon",55.0,85
Chile,"Rosé",13.0,85
France,"Rosé",12.0,85
US,Chardonnay,23.0,85
Chile,"Pinot Noir",12.0,85
US,"Cabernet Sauvignon",28.0,85
France,"Rosé",14.0,85
Spain,"Albariño",22.0,85
Chile,"Pinot Noir",12.0,85
Chile,"Pinot Noir",11.0,85
US,"Semillon-Sauvignon Blanc",30.0,85
US,"Cabernet Sauvignon",75.0,85
US,"Petit Verdot",75.0,85
Spain,"Sparkling Blend",18.0,85
Spain,"Tempranillo-Cabernet Sauvignon",14.0,85
Chile,"Carmenère",13.0,85
France,"Rosé",12.0,85
Italy,"Red Blend",15.0,85
Chile,Chardonnay,24.0,85
France,"White Blend",11.0,85
US,Syrah,20.0,85
US,"Pinot Gris",18.0,85
Greece,Agiorgitiko,13.0,85
US,"Bordeaux-style Red Blend",30.0,85
US,"Sauvignon Blanc",18.0,85
Spain,Tempranillo,16.0,85
"New Zealand",Chardonnay,45.0,92
US,"Sauvignon Blanc",30.0,92
US,"Cabernet Sauvignon",85.0,92
France,"Gewürztraminer",48.0,92
France,"Pinot Gris",80.0,92
France,"Pinot Gris",40.0,92
Italy,"Red Blend",28.0,92
US,Zinfandel,30.0,92
France,"Gewürztraminer",48.0,92
Israel,"Bordeaux-style Red Blend",75.0,92
France,"Gewürztraminer",64.0,92
US,"Pinot Noir",45.0,92
US,"Cabernet Sauvignon",27.0,92
Portugal,Port,80.0,92
Argentina,"Malbec-Cabernet Sauvignon",120.0,92
US,Riesling,24.0,92
US,"Red Blend",45.0,92
US,"Pinot Noir",60.0,92
Spain,"Tempranillo Blend",145.0,92
Italy,"White Blend",20.0,92
Italy,"Red Blend",50.0,92
Israel,"Cabernet Sauvignon",30.0,92
US,"Pinot Noir",50.0,92
US,Chardonnay,45.0,92
Germany,Riesling,48.0,92
Italy,"Red Blend",59.0,92
Argentina,"Bordeaux-style Red Blend",120.0,92
Germany,Riesling,25.0,92
US,Riesling,20.0,92
"New Zealand","Bordeaux-style Red Blend",85.0,92
France,Sylvaner,27.0,91
US,"Rhône-style Red Blend",40.0,91
France,"Gewürztraminer",35.0,91
US,"Pinot Noir",50.0,91
US,Tempranillo,29.0,91
US,"Cabernet Sauvignon",64.0,91
US,Merlot,20.0,91
US,Syrah,20.0,91
US,"Pinot Noir",54.0,91
US,Zinfandel,29.0,91
US,"Pinot Noir",28.0,91
US,"Pinot Noir",60.0,91
Italy,Sangiovese,55.0,91
Australia,"Cabernet Sauvignon",35.0,91
US,"Pinot Blanc",24.0,91
US,"Pinot Noir",50.0,91
Italy,Sangiovese,58.0,91
US,"Red Blend",66.0,91
US,"Rhône-style Red Blend",56.0,91
US,"Pinot Noir",42.0,91
US,Syrah,20.0,91
US,"Pinot Noir",62.0,91
US,"Pinot Noir",50.0,91
US,"Pinot Noir",45.0,91
US,Grenache,32.0,91
US,"Pinot Noir",55.0,91
US,Chardonnay,30.0,91
US,"Pinot Noir",45.0,91
US,"Pinot Noir",35.0,91
Australia,"Cabernet Sauvignon",65.0,91
Italy,Turbiana,30.0,89
US,"Cabernet Sauvignon",60.0,89
France,"Rosé",13.0,89
France,"Rosé",12.0,89
US,"Sauvignon Blanc",19.0,89
US,"Red Blend",55.0,89
US,"Rhône-style White Blend",22.0,89
US,"Pinot Noir",32.0,89
Italy,Grillo,22.0,89
Italy,Greco,38.0,89
Spain,"White Blend",21.0,89
Austria,"Grüner Veltliner",12.0,89
France,"Rosé",26.0,89
France,"Rosé",22.0,89
US,"Rosé",15.0,89
US,Chardonnay,48.0,89
Italy,Syrah,29.0,89
France,"White Blend",14.0,89
"New Zealand","Pinot Noir",18.0,89
Argentina,Malbec,27.0,89
Spain,"Sparkling Blend",33.0,89
"New Zealand","Sauvignon Blanc",22.0,89
US,"Cabernet Sauvignon",13.0,89
US,"Rosé",22.0,89
"New Zealand","Pinot Noir",25.0,89
France,"Rosé",15.0,89
US,"Sauvignon Blanc",23.0,87
Germany,Riesling,14.0,87
US,"Pinot Noir",48.0,87
Portugal,"Portuguese Red",18.0,87
Spain,"Garnacha Blanca",17.0,87
Spain,Tempranillo,13.0,87
Australia,"Pinot Noir",20.0,87
US,"Pinot Noir",25.0,87
Italy,Nebbiolo,25.0,87
Germany,Riesling,13.0,87
Germany,"Rosé",23.0,87
Argentina,"Cabernet Sauvignon",17.0,87
Italy,Nebbiolo,32.0,87
Argentina,Malbec,14.0,87
Italy,Nebbiolo,56.0,87
Spain,"Tempranillo Blend",13.0,87
Argentina,Malbec,17.0,87
Argentina,"Cabernet Sauvignon",20.0,87
Spain,Tempranillo,36.0,87
Argentina,Malbec,22.0,87
Argentina,Malbec,20.0,87
France,Chardonnay,32.0,87
France,Chardonnay,32.0,87
Germany,Riesling,16.0,87
Argentina,"Torrontés",11.0,87
Portugal,"Portuguese Red",10.0,87
Germany,Elbling,16.0,87
Italy,Barbera,30.0,87
France,Chardonnay,37.0,87
Argentina,"Torrontés",17.0,87
US,"Pinot Noir",25.0,87
Chile,Chardonnay,18.0,87
US,"Rhône-style Red Blend",35.0,87
Italy,Sangiovese,16.0,87
US,Syrah,19.0,87
Chile,"Pinot Noir",18.0,87
Italy,"White Blend",13.0,87
US,Chardonnay,45.0,87
Italy,"Gewürztraminer",18.0,87
France,"Bordeaux-style Red Blend",35.0,87
France,"Bordeaux-style Red Blend",15.0,87
US,"Pinot Gris",17.0,87
US,"Cabernet Sauvignon",25.0,86
US,"Pinot Noir",20.0,86
US,"Pinot Noir",48.0,86
US,"Bordeaux-style Red Blend",75.0,86
US,"Sauvignon Blanc",21.0,86
Italy,"Pinot Grigio",18.0,86
US,Chardonnay,22.0,86
Italy,"Red Blend",22.0,86
US,Zinfandel,22.0,86
US,"Pinot Noir",23.0,86
Italy,Chardonnay,9.0,86
Portugal,"Portuguese Red",8.0,86
US,Chardonnay,33.0,86
France,"Bordeaux-style Red Blend",25.0,86
France,Chardonnay,187.0,95
France,"Pinot Noir",225.0,95
France,Chardonnay,520.0,95
Spain,"Tinto Fino",90.0,95
France,"Pinot Noir",300.0,95
France,Syrah,120.0,95
US,"Grenache Blend",65.0,95
US,Syrah,65.0,95
Spain,"Tinta de Toro",85.0,95
France,Chardonnay,140.0,95
France,"Pinot Noir",180.0,95
Italy,"Nerello Mascalese",50.0,95
France,"Pinot Noir",170.0,95
France,"Pinot Noir",200.0,95
France,Chardonnay,428.0,94
France,"Pinot Noir",97.0,94
Spain,"Tinto Fino",50.0,94
Italy,Sirica,50.0,94
Italy,Aglianico,33.0,94
US,"Bordeaux-style Red Blend",37.0,94
US,"Cabernet Sauvignon",85.0,94
France,"Pinot Noir",85.0,94
Italy,Aglianico,34.0,94
France,"Pinot Noir",257.0,94
US,"Sauvignon Blanc",20.0,94
France,Chardonnay,95.0,94
US,"Cabernet Sauvignon",52.0,94
US,"Petit Verdot",30.0,94
US,Syrah,65.0,94
US,Riesling,19.0,86
Spain,Jaen,20.0,86
Spain,Bobal,14.0,86
US,Chardonnay,9.0,86
US,Chardonnay,35.0,86
Spain,"Red Blend",25.0,86
Spain,Garnacha,14.0,86
France,"Rosé",10.0,86
France,"Rosé",11.0,86
US,Sangiovese,26.0,86
France,"Sauvignon Blanc",20.0,86
France,"Rosé",20.0,86
US,"Cabernet Sauvignon",82.0,86
US,Syrah,36.0,86
US,"Bordeaux-style Red Blend",40.0,86
France,"Sauvignon Blanc",25.0,86
Turkey,"Bordeaux-style Red Blend",25.0,86
US,"Pinot Gris",20.0,86
Italy,Sangiovese,50.0,86
Italy,Sangiovese,30.0,86
France,Chardonnay,20.0,86
US,Chardonnay,50.0,86
US,Chardonnay,18.0,86
US,"Bordeaux-style Red Blend",46.0,86
France,Mondeuse,25.0,86
US,Chardonnay,14.0,86
France,"Sauvignon Blanc",26.0,86
US,"Pinot Noir",40.0,86
US,"Cabernet Sauvignon",15.0,86
Italy,Nebbiolo,70.0,88
Chile,"Pinot Noir",20.0,88
France,"Gewürztraminer",42.0,88
Uruguay,"Red Blend",46.0,88
US,"Cabernet Franc",65.0,88
Italy,Nebbiolo,75.0,88
France,Riesling,45.0,88
US,"Gewürztraminer",13.0,88
US,Malbec,24.0,88
US,Viognier,22.0,88
US,Zinfandel,20.0,88
US,"Cabernet Sauvignon",150.0,88
US,Grenache,22.0,88
US,"Pinot Noir",26.0,88
US,Chardonnay,20.0,88
US,Riesling,18.0,88
Bulgaria,Chardonnay,9.0,88
US,"Cabernet Sauvignon",42.0,88
Chile,Chardonnay,15.0,88
US,"Sauvignon Blanc",22.0,88
France,"Bordeaux-style Red Blend",20.0,88
France,"Bordeaux-style Red Blend",17.0,88
France,"Bordeaux-style Red Blend",15.0,88
France,"Bordeaux-style Red Blend",10.0,88
France,"Bordeaux-style Red Blend",20.0,88
France,"Bordeaux-style Red Blend",15.0,88
France,"Bordeaux-style Red Blend",17.0,88
Italy,Nebbiolo,27.0,88
US,"Rosé",14.0,88
France,"Pinot Noir",23.0,87
US,"Cabernet Franc",40.0,87
France,"Alsace white blend",12.0,87
Italy,"Nero d'Avola",13.0,87
US,"Cabernet Sauvignon",72.0,87
Italy,"Red Blend",11.0,87
US,Chardonnay,14.0,87
Italy,"Red Blend",65.0,87
Chile,"Cabernet Sauvignon",13.0,87
Germany,Riesling,15.0,87
Italy,Aglianico,19.0,87
Chile,"Cabernet Sauvignon",15.0,87
US,"Carmenère",40.0,87
US,Merlot,13.0,87
US,"Cabernet Sauvignon",34.0,87
US,"Red Blend",28.0,87
Chile,Syrah,11.0,87
France,"Pinot Auxerrois",18.0,87
US,"Pinot Noir",45.0,87
Italy,Grillo,20.0,87
Spain,"Albariño",17.0,87
France,Chardonnay,18.0,87
Moldova,"Feteascǎ Regalǎ",11.0,87
Chile,"Sauvignon Blanc",15.0,87
Italy,Catarratto,30.0,87
US,Chardonnay,15.0,87
Italy,Sangiovese,55.0,91
US,Merlot,20.0,91
US,Syrah,20.0,91
Australia,"Cabernet Sauvignon",35.0,91
Australia,"Cabernet Sauvignon",65.0,91
France,Riesling,28.0,91
US,"Pinot Noir",72.0,91
US,"Pinot Noir",55.0,91
Australia,"Cabernet Sauvignon",30.0,91
US,"Pinot Noir",32.0,91
Italy,"Red Blend",25.0,91
US,"Pinot Noir",25.0,91
France,Riesling,36.0,91
Spain,Godello,32.0,91
Italy,"Pinot Nero",34.0,91
France,"Bordeaux-style Red Blend",25.0,91
France,"Bordeaux-style Red Blend",20.0,91
France,"Bordeaux-style Red Blend",31.0,91
US,"Pinot Blanc",18.0,91
US,"Pinot Noir",48.0,91
US,"Red Blend",40.0,91
US,"Pinot Noir",35.0,91
US,"Pinot Noir",45.0,91
Spain,Godello,32.0,91
US,"Pinot Noir",46.0,91
US,"Sauvignon Blanc",29.0,91
Italy,Sangiovese,50.0,91
France,"Gewürztraminer",26.0,91
France,"Bordeaux-style Red Blend",45.0,91
France,"Bordeaux-style Red Blend",30.0,91
US,"Pinot Grigio",10.0,85
Chile,"Cabernet Sauvignon-Syrah",12.0,85
France,"Rosé",20.0,85
France,Malbec,15.0,85
France,"Rosé",12.0,85
Portugal,"Portuguese White",9.0,85
France,"Sauvignon Blanc",11.0,85
US,"Bordeaux-style Red Blend",30.0,85
US,"Sauvignon Blanc",18.0,85
Spain,Tempranillo,16.0,85
France,"Colombard-Ugni Blanc",10.0,85
France,"Rosé",9.0,85
Greece,Malagousia,16.0,85
Spain,Tempranillo,11.0,85
Spain,Garnacha,8.0,85
France,"Rhône-style White Blend",11.0,85
Chile,"Cabernet Sauvignon",15.0,85
US,"Sauvignon Blanc",8.0,85
Chile,"Red Blend",10.0,85
Chile,"Rosé",13.0,85
US,"Cabernet Sauvignon",40.0,85
US,Riesling,20.0,85
US,Chardonnay,32.0,85
Chile,Chardonnay,26.0,85
Portugal,"Portuguese White",14.0,85
Chile,Chardonnay,11.0,85
US,Riesling,20.0,85
US,Grenache,26.0,89
US,"Cabernet Sauvignon",25.0,89
US,"Pinot Grigio",16.0,89
France,"Chardonnay-Sauvignon Blanc",16.0,89
US,"Pinot Grigio",20.0,89
Austria,"White Blend",15.0,89
Austria,"Grüner Veltliner",15.0,89
Italy,"Nero d'Avola",20.0,89
US,Malbec,40.0,89
US,"Cabernet Sauvignon",24.0,89
Italy,Aglianico,50.0,89
US,"Pinot Noir",40.0,89
US,Syrah,25.0,89
US,"Pinot Noir",60.0,89
US,Zinfandel,45.0,89
Spain,Sherry,16.0,89
Italy,Turbiana,19.0,89
US,"Pinot Noir",45.0,89
Spain,"Albariño",19.0,89
US,"Rosé",42.0,89
US,Montepulciano,40.0,89
Italy,"White Blend",24.0,89
US,"Red Blend",18.0,89
US,Grenache,38.0,89
US,"Red Blend",35.0,89
Spain,"Sparkling Blend",20.0,89
Austria,"Grüner Veltliner",13.0,89
Germany,Riesling,30.0,92
Germany,Riesling,38.0,92
US,"Cabernet Sauvignon",125.0,92
Spain,Tempranillo,70.0,92
US,"Pinot Noir",60.0,92
US,"Pinot Gris",19.0,92
US,"Pinot Noir",55.0,92
US,"Bordeaux-style Red Blend",95.0,92
US,Grenache,26.0,92
France,"Gewürztraminer",36.0,92
France,"Gewürztraminer",54.0,92
France,"Gewürztraminer",48.0,92
Italy,"Nerello Mascalese",20.0,92
US,"Pinot Noir",52.0,92
Italy,"Red Blend",59.0,92
Argentina,Malbec,45.0,92
Italy,"Red Blend",149.0,92
France,"Gewürztraminer",25.0,92
US,Syrah,32.0,92
US,Viognier,30.0,92
US,Tannat,50.0,92
Italy,Carricante,24.0,92
Italy,Fiano,43.0,92
"New Zealand",Syrah,61.0,92
US,"Pinot Noir",60.0,92
Italy,"Nerello Mascalese",34.0,92
"New Zealand","Pinot Noir",44.0,92
US,"Pinot Noir",48.0,92
France,"Gewürztraminer",60.0,92
US,"Pinot Noir",44.0,92
US,"Cabernet Franc",50.0,87
Spain,"Albariño",17.0,87
US,"Pinot Noir",30.0,87
Spain,"Sparkling Blend",14.0,87
US,"Bordeaux-style Red Blend",90.0,87
US,Chardonnay,28.0,87
Israel,"Bordeaux-style Red Blend",36.0,87
Germany,Riesling,30.0,87
Portugal,"Portuguese White",14.0,87
US,Malbec,25.0,87
US,"Pinot Noir",36.0,87
Portugal,Alfrocheiro,14.0,87
Portugal,"Portuguese White",10.0,87
Italy,Barbera,30.0,87
US,"Pinot Noir",40.0,87
Portugal,"Portuguese White",14.0,87
Israel,"Cabernet Sauvignon",45.0,87
France,"Pinot Noir-Gamay",18.0,87
Spain,"Albariño",20.0,87
Spain,Garnacha,8.0,87
Spain,Garnacha,9.0,87
US,"Red Blend",10.0,87
Italy,Nebbiolo,25.0,87
Argentina,Malbec,15.0,87
Portugal,"Portuguese Red",12.0,87
France,"Champagne Blend",30.0,87
France,"Rosé",18.0,87
US,Zinfandel,26.0,87
Italy,Nebbiolo,55.0,88
France,Riesling,19.0,88
France,"Pinot Noir",50.0,88
US,Syrah,25.0,88
Chile,Malbec,22.0,88
US,Syrah,25.0,88
US,Syrah,32.0,88
Italy,Nebbiolo,70.0,88
Chile,"Pinot Noir",20.0,88
France,"Gewürztraminer",42.0,88
Uruguay,"Red Blend",46.0,88
US,"Cabernet Franc",65.0,88
Italy,Nebbiolo,75.0,88
Bulgaria,Chardonnay,9.0,88
US,"Cabernet Sauvignon",50.0,88
Italy,Nebbiolo,80.0,88
Slovenia,Malvasia,36.0,88
Italy,Nebbiolo,50.0,88
Italy,Nebbiolo,88.0,88
Uruguay,Tannat,17.0,88
Portugal,"Portuguese Red",12.0,88
US,"Red Blend",30.0,88
Chile,"Carmenère",22.0,88
US,"Cabernet Sauvignon",55.0,88
US,Chardonnay,48.0,88
Hungary,"Grüner Veltliner",12.0,88
Italy,Nebbiolo,25.0,88
"South Africa","Champagne Blend",20.0,88
US,"Rosé",25.0,88
US,"Sauvignon Blanc",25.0,88
France,"Bordeaux-style Red Blend",13.0,86
US,Grenache,45.0,86
US,"Pinot Noir",24.0,86
US,"Rhône-style Red Blend",30.0,86
Chile,"Sauvignon Blanc",10.0,86
Italy,Turbiana,31.0,86
Italy,"Pinot Grigio",16.0,86
US,"Cabernet Sauvignon",35.0,86
US,Chardonnay,15.0,86
Italy,"Teroldego Rotaliano",15.0,86
US,"Cabernet Franc",25.0,86
Chile,"Sauvignon Blanc",10.0,86
Italy,Turbiana,9.0,86
US,Zinfandel,12.0,86
US,Chardonnay,13.0,86
Italy,"Pinot Grigio",15.0,86
US,"Pinot Noir",55.0,86
US,Zinfandel,26.0,86
Italy,Garganega,13.0,86
Italy,"Red Blend",18.0,86
US,"Pinot Noir",55.0,86
France,Merlot,17.0,86
France,"Bordeaux-style Red Blend",11.0,86
France,"Bordeaux-style Red Blend",24.0,86
US,"Pinot Noir",32.0,86
Portugal,"Portuguese Red",8.0,86
Germany,"Spätburgunder",24.0,86
US,Meritage,60.0,86
France,Mondeuse,25.0,86
US,Chardonnay,14.0,86
US,"Cabernet Franc",14.0,86
France,"Pinot Noir",22.0,86
France,"Sauvignon Blanc",15.0,86
France,"Pinot Noir-Gamay",16.0,86
France,"Sauvignon Blanc",28.0,86
US,Chardonnay,20.0,86
US,Chardonnay,25.0,86
US,"Sangiovese-Cabernet Sauvignon",44.0,86
Spain,"Listán Negro",20.0,86
US,"Pinot Gris",12.0,86
US,"Pinot Noir",25.0,86
US,Chardonnay,15.0,86
US,"Red Blend",26.0,86
Spain,"White Blend",12.0,86
Spain,Garnacha,10.0,86
Italy,"Red Blend",21.0,86
US,Merlot,50.0,86
US,"White Blend",28.0,86
US,"Cabernet Sauvignon",40.0,86
US,Malbec,25.0,86
France,"Sauvignon Blanc",30.0,86
Spain,"Grenache Blanc",23.0,86
Spain,"Red Blend",15.0,86
France,"Rosé",17.0,86
US,Chardonnay,29.0,86
Spain,"Albariño",16.0,86
US,Syrah,65.0,94
France,Viognier,140.0,94
US,"Cabernet Sauvignon",89.0,94
US,"Cabernet Sauvignon",60.0,94
US,Chardonnay,55.0,94
France,Syrah,140.0,94
US,Riesling,22.0,94
France,"Pinot Noir",100.0,94
France,"Pinot Noir",294.0,94
France,"Pinot Noir",195.0,94
US,"Red Blend",45.0,94
France,"Pinot Noir",130.0,94
Italy,"Red Blend",65.0,94
Spain,"Tempranillo Blend",350.0,94
France,Chardonnay,140.0,94
France,Syrah,100.0,94
Spain,Tempranillo,300.0,94
US,"Syrah-Petite Sirah",38.0,94
France,"Pinot Noir",175.0,94
US,Primitivo,27.0,94
France,"Pinot Noir",166.0,94
US,"Bordeaux-style Red Blend",39.0,94
Spain,"Tinta de Toro",70.0,94
France,Chardonnay,300.0,94
US,"Cabernet Sauvignon",45.0,94
France,"Pinot Noir",100.0,94
Italy,Aglianico,70.0,94
France,Chardonnay,105.0,93
France,"Pinot Noir",226.0,93
US,Grenache,38.0,89
US,"Red Blend",35.0,89
Spain,"Sparkling Blend",20.0,89
Austria,"Grüner Veltliner",13.0,89
US,Barbera,20.0,89
"New Zealand",Riesling,20.0,89
Spain,Tempranillo,50.0,89
"New Zealand","Pinot Gris",20.0,89
"New Zealand","Sauvignon Blanc",14.0,89
US,"Bordeaux-style Red Blend",40.0,89
Argentina,Malbec,20.0,89
US,Zinfandel,24.0,89
US,"Sauvignon Blanc",23.0,89
Argentina,Bonarda,19.0,89
Italy,Turbiana,25.0,89
US,"Sparkling Blend",34.0,89
US,Sangiovese,25.0,89
US,"Petite Sirah",35.0,89
Austria,Zweigelt,13.0,89
US,"Cabernet Sauvignon",65.0,89
Italy,Garganega,14.0,89
Austria,"Pinot Blanc",17.0,89
Austria,Zweigelt,14.0,89
Italy,"Nero d'Avola",20.0,89
Spain,Palomino,13.0,89
US,"Rosé",16.0,89
US,"Sauvignon Blanc",16.0,89
France,"Pinot Blanc",18.0,87
Italy,Carricante,23.0,87
Australia,Chardonnay,12.0,87
Chile,Chardonnay,17.0,87
US,Chardonnay,30.0,87
Germany,Riesling,11.0,87
US,"Pinot Noir",19.0,87
US,Zinfandel,12.0,87
US,"Cabernet Franc",35.0,87
US,Chardonnay,22.0,86
US,Malbec,14.0,86
US,"Cabernet Sauvignon",35.0,86
US,"Cabernet Sauvignon",23.0,86
US,"Sauvignon Blanc",19.0,86
Chile,"Pinot Noir",23.0,86
Italy,Falanghina,17.0,86
Spain,"Sparkling Blend",15.0,86
US,"Cabernet Sauvignon",36.0,86
US,Merlot,8.0,86
Chile,"Carmenère",17.0,86
Romania,Chardonnay,7.0,86
France,"Rosé",10.0,86
US,"Sauvignon Blanc",14.0,86
US,"Cabernet Sauvignon",11.0,86
US,Barbera,25.0,86
US,Syrah,32.0,86
US,Merlot,31.0,86
Chile,Chardonnay,11.0,86
US,Chardonnay,18.0,86
France,"Pinot Noir",19.0,86
US,"Pinot Noir",15.0,91
US,"Rhône-style Red Blend",38.0,91
US,"Pinot Noir",35.0,91
US,"Pinot Gris",20.0,91
US,Zinfandel,22.0,91
Italy,"Red Blend",38.0,91
Italy,"White Blend",60.0,91
US,"Cabernet Sauvignon",70.0,91
US,"Pinot Noir",27.0,91
Spain,"Mencía",19.0,91
Australia,Chardonnay,18.0,91
US,"Pinot Noir",40.0,91
Australia,"Red Blend",25.0,91
US,Syrah,38.0,91
Spain,"Tempranillo Blend",40.0,91
Australia,Shiraz,40.0,91
Spain,"Tempranillo Blend",48.0,91
France,"Bordeaux-style Red Blend",30.0,91
France,"Bordeaux-style Red Blend",35.0,91
France,"Bordeaux-style Red Blend",35.0,91
France,"Bordeaux-style Red Blend",20.0,91
France,"Bordeaux-style Red Blend",23.0,91
Italy,"Red Blend",55.0,91
Italy,Sangiovese,60.0,91
US,"Cabernet Sauvignon",20.0,91
France,"Bordeaux-style Red Blend",17.0,91
France,"Bordeaux-style Red Blend",29.0,91
France,"Bordeaux-style Red Blend",13.0,91
France,"Pinot Noir",25.0,91
France,"Bordeaux-style White Blend",12.0,85
US,"Rosé",19.0,85
US,"Pinot Gris",17.0,85
France,"Red Blend",18.0,85
France,"White Blend",11.0,85
France,"Rosé",10.0,85
US,Merlot,25.0,85
US,"Sauvignon Blanc",10.0,85
Chile,"Red Blend",12.0,85
Spain,"Tempranillo Blend",16.0,84
Spain,"Tempranillo Blend",13.0,84
US,"Cabernet Sauvignon",24.0,84
US,Chardonnay,15.0,84
France,"Rosé",11.0,84
France,"Colombard-Sauvignon Blanc",12.0,84
Chile,"Sauvignon Blanc",12.0,84
Chile,Viognier-Chardonnay,10.0,84
Spain,"Sauvignon Blanc",13.0,84
France,"Rosé",11.0,84
US,"Pinot Noir",12.0,84
US,"Cabernet Franc",40.0,84
US,"Cabernet Sauvignon",65.0,84
France,"Bordeaux-style Red Blend",13.0,84
Chile,Merlot,8.0,84
France,Malbec-Merlot,14.0,84
Spain,Verdejo,16.0,84
France,"Sauvignon Blanc",10.0,84
France,"Rosé",16.0,84
Spain,"Albariño",17.0,84
US,Syrah,20.0,87
US,Chardonnay,20.0,87
Germany,Riesling,16.0,87
US,"Rhône-style White Blend",23.0,87
Germany,Riesling,20.0,87
Australia,"Pinot Noir",14.0,87
US,"Pinot Noir",20.0,87
Germany,"Gewürztraminer",11.0,87
France,Chardonnay,18.0,87
US,"Sauvignon Blanc",28.0,87
Portugal,"Portuguese Red",12.0,87
France,"Champagne Blend",30.0,87
France,"Rosé",18.0,87
US,Zinfandel,26.0,87
US,Merlot,13.0,87
US,"Red Blend",24.0,87
Italy,Barbera,35.0,87
Argentina,"Cabernet Sauvignon",15.0,87
US,"Red Blend",10.0,87
Italy,Nebbiolo,25.0,87
Argentina,Malbec,15.0,87
Germany,"St. Laurent",43.0,87
Spain,Tempranillo,13.0,87
Germany,"Rosé",18.0,86
Spain,Tempranillo,12.0,86
Argentina,"Red Blend",27.0,86
Spain,"Tempranillo Blend",30.0,86
US,Chardonnay,45.0,86
US,Chardonnay,45.0,92
Germany,Riesling,44.0,92
US,"Pinot Noir",60.0,92
US,"Grenache Blanc",27.0,92
France,"Gewürztraminer",27.0,92
France,"Pinot Gris",46.0,92
US,"Pinot Noir",90.0,92
US,"Pinot Noir",48.0,92
US,Chardonnay,64.0,92
Portugal,"Portuguese White",25.0,92
US,Chardonnay,25.0,92
France,Riesling,57.0,92
US,Chardonnay,35.0,92
Italy,"White Blend",23.0,92
France,"Gewürztraminer",28.0,92
US,"Cabernet Sauvignon",125.0,92
Israel,"Cabernet Franc",40.0,92
Italy,"Nerello Mascalese",54.0,92
Italy,Chardonnay,44.0,92
US,"Sauvignon Blanc",22.0,92
US,"Pinot Noir",36.0,92
US,Riesling,25.0,92
US,"Rhône-style Red Blend",25.0,92
Argentina,Malbec,60.0,92
US,"Pinot Noir",35.0,92
US,"Red Blend",49.0,92
Italy,"Red Blend",30.0,92
Italy,"Red Blend",80.0,92
Spain,"Albariño",24.0,92
Argentina,Malbec,40.0,92
France,Riesling,25.0,88
US,"Cabernet Sauvignon",48.0,88
US,"Cabernet Franc",30.0,88
Italy,Nebbiolo,39.0,88
France,"Bordeaux-style Red Blend",15.0,88
France,"Bordeaux-style Red Blend",40.0,88
France,"Bordeaux-style Red Blend",25.0,88
France,Merlot,17.0,88
France,"Bordeaux-style Red Blend",35.0,88
France,"Bordeaux-style Red Blend",22.0,88
US,Zinfandel,25.0,88
Italy,Nebbiolo,48.0,88
US,Chardonnay,25.0,88
France,Riesling,20.0,88
US,Syrah,35.0,88
US,"Cabernet Franc",45.0,88
Italy,Nebbiolo,39.0,88
US,Chardonnay,35.0,88
US,"Pinot Noir",30.0,88
US,"Bordeaux-style Red Blend",35.0,88
Italy,Nebbiolo,21.0,88
France,"Bordeaux-style Red Blend",40.0,88
France,"Bordeaux-style Red Blend",18.0,88
US,"Cabernet Sauvignon",30.0,88
Chile,"Cabernet Sauvignon",20.0,88
US,Syrah,19.0,88
US,"Red Blend",15.0,88
US,"Cabernet Sauvignon",15.0,88
US,"Red Blend",39.0,88
Turkey,Kuntra,15.0,86
US,"Bordeaux-style White Blend",18.0,86
US,"Pinot Noir",42.0,86
France,"Sauvignon Blanc",30.0,86
France,"Sauvignon Blanc",16.0,86
France,"Jacquère",20.0,86
US,Viognier,18.0,86
France,"Sauvignon Blanc",15.0,86
France,"Cabernet Franc",24.0,86
France,"Sauvignon Blanc",27.0,86
France,"Sauvignon Blanc",26.0,86
France,Chardonnay,22.0,86
US,"Pinot Noir",17.0,86
France,"Sauvignon Blanc",25.0,86
US,"Pinot Noir",52.0,86
US,Tempranillo,14.0,86
France,"Rosé",24.0,86
US,"Pinot Noir",28.0,86
Spain,Tempranillo,11.0,86
Spain,"Red Blend",15.0,86
US,"Pinot Gris",13.0,86
Italy,"Red Blend",40.0,86
France,"Rosé",13.0,86
Spain,"White Blend",30.0,86
France,Chardonnay,20.0,86
France,"Sauvignon Blanc",24.0,86
